2.201,1.159
2.069,0.965
2.151,0.920
2.242,0.991
1.735,0.851
2.484,0.855
2.301,1.010
2.197,1.303
2.672,1.134
2.670,1.021
2.675,1.229
2.351,0.924
2.727,1.408
2.723,1.434
2.308,1.246
2.344,1.027
2.539,1.187
2.230,1.269
2.862,1.134
2.176,1.152
2.468,1.307
2.795,1.246
2.585,1.140
2.345,1.310
2.508,1.055
2.058,1.275
2.337,1.183
2.664,1.351
2.136,1.229
2.666,1.522
2.842,1.730
2.969,1.564
1.946,1.137
2.249,1.403
1.802,1.242
2.574,1.164
2.545,1.333
2.629,1.754
2.026,1.427
2.319,1.569
2.168,1.218
2.084,1.065
2.647,1.251
2.347,1.316
1.967,1.242
2.508,1.654
2.404,1.579
2.131,1.307
2.312,1.457
2.970,1.353
2.175,1.185
2.522,1.620
1.995,1.683
2.889,1.331
2.291,1.938
2.562,1.511
2.396,1.366
2.139,1.818
2.521,1.758
2.386,1.649
2.910,1.754
2.845,1.599
2.454,1.849
2.095,1.831
2.479,1.629
2.591,1.721
2.265,1.959
2.771,1.656
2.503,1.929
2.157,1.692
2.252,1.567
2.625,1.523
2.189,1.507
2.259,1.432
2.509,1.860
2.366,1.887
1.866,1.872
2.677,1.736
2.038,1.860
2.818,2.120
2.581,1.675
2.580,1.815
2.826,1.766
2.865,1.980
2.642,1.859
2.397,2.020
2.884,2.156
2.218,1.816
2.604,1.823
2.868,2.279
2.282,1.889
1.987,1.378
2.827,1.807
2.771,2.054
2.418,1.815
2.736,1.874
2.318,1.772
2.561,1.973
2.862,1.901
2.982,2.052
2.901,2.314
2.415,2.143
2.597,1.734
2.716,1.688
2.769,1.998
2.122,2.049
2.473,1.758
2.351,2.178
2.281,2.210
2.407,2.001
2.476,2.036
2.319,2.117
2.207,2.190
2.100,1.981
3.153,2.335
1.883,2.445
2.663,2.191
2.175,2.273
2.207,2.015
2.811,2.660
2.372,1.782
2.567,1.746
2.189,2.413
2.450,1.890
2.389,2.105
2.657,2.145
2.890,2.128
2.588,2.521
2.015,2.041
2.751,2.207
2.285,2.037
2.345,2.273
2.498,1.994
2.455,2.224
2.100,2.366
2.675,1.929
2.155,2.607
2.183,1.922
2.470,1.996
2.562,2.002
2.196,2.239
2.442,2.264
2.534,2.146
2.817,2.156
2.324,2.161
2.767,2.323
2.625,2.400
2.323,2.168
2.344,2.171
2.396,2.703
2.911,2.386
2.321,1.954
2.027,1.996
2.722,1.983
2.445,2.321
2.113,2.297
2.452,2.716
2.303,2.293
2.306,2.656
2.002,2.223
2.186,1.827
2.901,2.304
2.685,2.175
2.762,2.467
2.445,2.463
2.338,2.173
2.378,2.429
2.662,2.606
2.682,2.010
2.558,2.678
2.449,2.456
2.283,2.138
2.478,2.542
2.592,2.157
2.862,1.834
2.820,2.188
2.386,2.259
2.503,2.284
2.727,2.219
2.321,1.711
2.587,2.443
2.882,2.484
2.447,2.009
2.365,2.448
2.281,2.271
2.569,2.247
2.151,2.250
2.737,2.559
2.580,2.654
2.454,2.380
2.388,2.573
2.202,2.716
2.835,2.259
2.958,1.872
2.206,2.372
2.638,2.020
2.440,2.559
2.497,2.133
2.403,2.197
2.422,2.392
2.594,1.752
2.117,2.084
2.539,2.280
2.161,2.662
2.451,2.490
2.574,2.645
2.117,2.124
2.566,2.144
2.779,2.594
2.830,2.514
2.791,2.165
2.428,2.483
2.289,2.339
2.579,2.485
2.647,2.700
2.490,2.631
2.903,2.355
2.516,2.361
2.641,2.612
2.656,2.134
2.600,2.666
2.664,2.105
2.476,2.287
2.780,2.396
2.563,2.502
2.107,2.525
2.301,2.252
2.786,2.553
2.771,2.288
2.404,2.422
2.475,2.608
2.725,2.034
2.922,2.096
2.341,2.326
2.215,2.594
2.453,2.333
2.502,2.510
2.525,2.082
2.536,2.284
2.264,2.305
2.598,2.411
2.519,2.167
2.399,2.699
2.710,2.783
3.047,2.146
2.377,2.212
2.399,2.657
2.707,2.516
2.586,2.654
2.949,2.540
2.721,2.293
2.475,2.392
2.814,2.519
2.644,2.706
2.746,2.549
2.509,2.946
2.202,2.498
2.463,2.666
2.463,2.444
2.906,2.437
2.737,2.941
2.652,2.466
2.345,2.672
2.635,1.588
2.741,2.086
2.252,2.350
2.713,2.160
2.677,2.485
2.545,2.660
2.718,2.502
2.649,2.834
2.402,2.171
2.801,2.411
2.578,2.300
2.920,2.552
2.462,2.102
2.517,2.560
2.060,3.098
2.334,2.467
2.420,2.623
2.458,2.515
2.137,2.228
2.475,2.538
2.572,2.485
2.191,2.352
2.333,2.651
2.595,2.390
2.233,2.719
2.291,2.815
2.067,2.257
1.933,2.655
2.442,2.552
2.228,2.152
2.337,2.488
2.976,2.358
2.480,2.247
2.478,2.614
2.840,2.499
2.902,2.709
2.668,2.668
2.463,2.619
2.173,2.496
2.751,2.414
2.476,2.607
2.691,2.259
2.325,2.143
2.357,2.398
2.486,2.853
2.479,2.853
2.621,2.514
2.840,2.306
2.460,2.473
2.501,2.439
2.403,2.455
2.682,2.249
2.918,2.562
2.587,2.464
2.648,2.413
2.581,2.397
2.488,2.819
2.524,2.203
2.444,2.237
2.773,2.345
2.636,2.561
2.281,2.906
2.665,2.432
2.341,2.742
2.420,2.579
2.926,2.536
2.832,2.418
2.592,2.914
2.472,2.960
2.607,2.627
2.513,2.581
2.135,2.532
2.547,2.652
2.510,2.583
2.482,2.299
2.823,2.410
2.468,2.281
2.933,2.657
2.177,1.982
2.520,2.525
2.379,2.364
2.840,2.261
2.603,2.302
2.718,2.413
2.486,2.221
2.272,2.081
2.436,2.347
2.827,2.432
2.734,2.611
2.875,2.192
2.505,2.420
2.562,2.690
2.398,2.429
2.153,2.443
2.280,2.473
2.587,2.721
2.585,2.177
2.403,2.674
2.504,2.616
2.675,1.872
2.251,2.389
2.552,2.394
2.445,2.609
2.572,2.364
2.489,2.648
2.976,2.422
2.836,2.884
2.525,2.739
2.914,2.167
2.512,2.148
2.493,2.366
2.489,2.880
2.609,2.748
2.059,2.659
2.853,2.477
2.500,2.526
2.668,2.100
2.606,2.619
2.799,2.337
2.776,2.804
2.405,2.315
2.176,2.749
2.384,2.341
2.522,1.804
2.556,2.678
2.315,2.408
2.828,2.441
2.426,2.455
2.459,2.618
2.235,2.548
2.557,2.725
2.611,2.492
1.904,2.344
2.805,2.538
2.172,2.750
2.491,2.195
2.246,2.504
2.775,2.208
2.075,2.916
2.859,2.578
2.329,2.541
2.634,2.607
2.574,2.948
2.759,2.867
2.537,2.648
2.620,2.282
2.571,2.469
2.727,2.524
2.426,2.524
2.970,2.832
2.799,2.422
2.379,2.344
2.613,2.455
2.196,2.319
2.670,2.435
2.506,3.112
2.736,2.646
2.164,2.401
2.685,2.901
2.506,2.354
2.409,2.908
2.453,2.495
2.506,2.545
2.364,2.598
2.307,2.846
2.361,2.784
2.661,2.408
2.741,2.894
2.783,2.588
2.498,2.723
2.477,2.298
2.352,2.402
2.241,2.272
2.409,2.542
2.618,2.805
2.489,2.788
1.875,2.186
2.293,2.572
2.434,2.571
2.663,2.458
2.583,2.418
2.429,2.271
2.558,2.557
2.252,2.391
2.210,2.157
2.437,2.635
2.194,2.744
2.693,2.410
2.412,2.562
2.870,2.796
2.492,2.935
2.195,2.695
2.421,2.674
2.607,2.228
2.272,2.658
2.230,2.264
2.713,2.625
2.757,2.582
2.305,2.594
2.399,2.596
2.449,2.036
2.042,2.587
2.342,2.682
2.533,2.295
2.183,2.261
2.029,3.378
2.350,3.030
1.940,2.665
2.425,2.426
2.388,2.641
2.722,2.674
2.434,2.695
2.470,2.308
2.368,2.550
2.697,2.445
2.780,2.773
2.336,2.840
2.590,2.787
2.581,2.586
2.300,2.574
2.362,2.451
2.260,2.392
2.064,2.747
2.142,2.665
2.295,2.492
2.145,2.701
2.848,2.515
1.879,2.601
2.724,2.699
2.081,2.634
2.578,2.976
2.467,2.689
2.382,2.690
2.526,2.367
2.227,2.350
2.683,2.448
1.978,2.860
2.359,2.393
2.732,2.714
2.319,2.208
2.332,2.504
2.639,3.068
2.353,2.620
2.678,2.315
2.443,2.581
1.960,2.560
2.485,2.350
2.717,2.832
2.486,2.703
2.877,2.806
2.821,2.491
2.643,2.862
2.120,2.552
2.498,2.416
2.793,2.689
2.778,2.556
2.522,2.920
2.309,2.599
2.582,2.974
2.608,3.080
2.361,3.049
2.482,2.975
2.707,2.701
2.577,2.570
2.370,2.500
2.342,2.560
2.172,2.724
2.558,2.455
3.061,2.516
2.262,2.570
2.222,3.045
2.973,2.609
2.697,2.827
2.441,2.659
2.041,2.090
2.018,2.208
2.588,3.048
1.989,2.260
2.636,2.662
2.794,2.664
2.824,2.619
2.938,2.599
2.622,2.809
2.387,2.723
2.761,2.304
2.541,2.526
2.365,2.801
2.617,2.750
2.503,2.618
2.491,2.650
2.954,3.408
2.319,2.729
2.619,2.529
2.457,2.710
2.294,2.519
2.070,2.698
2.042,2.161
2.748,2.415
2.072,2.615
2.342,2.705
2.564,2.664
2.662,2.658
2.669,2.601
2.405,2.992
2.268,2.808
2.419,3.039
2.572,2.410
2.254,2.593
3.018,2.438
2.342,2.910
2.301,2.854
2.920,2.661
2.393,2.515
2.350,2.584
2.913,2.670
2.205,2.896
2.603,2.834
2.424,2.217
2.167,2.259
2.635,2.609
2.466,2.507
2.474,2.982
2.230,2.525
2.822,2.341
2.303,2.248
2.384,2.230
2.521,2.691
2.473,2.910
2.552,2.403
2.544,3.027
2.473,2.838
2.724,2.533
2.494,2.920
2.343,2.793
2.200,2.537
2.383,2.592
2.293,2.641
2.436,2.356
2.774,3.289
2.654,2.506
2.764,2.864
2.364,2.738
2.451,2.303
2.488,3.218
2.084,2.901
2.580,2.442
2.399,2.694
2.747,2.633
2.287,2.755
2.482,3.046
2.968,2.466
2.755,2.308
2.443,2.628
2.587,2.593
2.892,2.733
2.588,3.032
2.605,2.756
2.168,2.902
2.825,2.697
2.287,3.220
2.593,2.683
2.566,2.780
2.453,2.298
2.398,3.124
2.814,2.846
2.587,2.548
2.468,2.489
2.606,3.105
2.633,2.767
2.586,2.972
2.296,2.690
2.826,2.840
2.771,2.576
1.863,2.615
2.449,2.670
2.183,2.805
2.347,3.040
2.253,2.846
2.315,2.627
2.558,2.192
2.685,2.823
2.791,2.857
1.640,2.753
2.890,2.733
2.595,2.986
2.452,2.502
2.445,3.044
2.811,3.058
2.349,3.046
2.461,2.381
2.729,3.025
2.331,2.675
2.068,3.037
2.358,2.910
2.830,2.790
2.739,3.044
2.245,2.663
2.361,2.748
2.229,2.378
2.190,2.976
2.185,2.640
2.479,2.692
2.288,3.286
2.422,2.845
1.936,2.566
2.033,2.481
1.904,2.835
2.600,2.513
2.777,2.773
2.270,2.585
2.396,2.703
2.114,2.393
2.353,2.540
2.645,2.459
2.765,3.271
2.425,2.539
2.524,2.790
2.516,3.048
2.387,2.803
2.148,2.486
2.518,3.387
2.908,2.199
2.190,2.622
2.381,2.850
2.627,2.370
2.566,2.617
2.880,3.005
2.511,2.957
2.720,2.847
2.675,2.461
2.496,2.862
2.044,2.305
2.492,2.820
2.664,2.551
2.312,2.368
2.145,2.174
2.583,3.482
2.509,2.830
2.238,2.660
2.916,3.496
2.749,2.716
2.336,2.744
2.381,2.539
2.585,2.571
2.782,2.737
2.491,3.232
2.413,2.513
2.361,2.952
2.392,2.466
2.316,2.770
2.225,2.627
2.092,2.806
2.463,2.711
1.824,1.940
2.550,2.688
2.881,3.348
1.897,2.136
1.923,2.629
2.989,2.783
1.741,2.779
1.695,2.200
2.190,3.216
2.882,2.730
1.819,2.151
2.395,2.943
2.994,3.042
2.527,2.488
2.506,2.905
1.884,2.219
2.178,3.445
1.899,2.333
2.488,3.005
2.364,2.020
2.008,2.516
2.646,2.730
2.069,2.295
1.980,2.701
2.226,3.051
2.219,2.470
2.850,3.009
2.372,2.522
2.534,2.972
2.212,2.405
1.997,2.487
2.132,3.085
2.503,2.460
2.189,2.765
2.138,2.513
2.039,2.449
1.867,3.084
2.573,2.835
2.503,1.432
2.112,2.313
2.112,2.640
1.877,2.357
2.452,2.345
1.543,2.211
2.064,2.128
2.438,2.746
1.894,3.410
2.228,2.748
1.940,2.205
2.278,2.506
1.890,2.496
2.267,2.404
2.157,2.656
2.417,3.007
1.300,1.194
2.117,1.848
2.607,2.621
2.212,2.607
3.100,2.321
2.173,2.793
2.379,2.389
2.518,2.463
2.385,2.747
2.191,2.202
1.651,1.627
2.505,2.513
1.913,2.817
2.171,1.843
2.584,2.722
1.757,2.255
1.826,2.314
2.760,2.220
2.053,3.086
2.061,1.338
2.251,2.716
2.649,2.332
1.820,2.480
2.701,2.384
2.336,2.469
2.326,2.529
2.536,2.640
1.696,2.020
2.811,3.078
1.235,2.001
1.690,2.398
2.798,2.930
2.247,2.774
2.060,2.061
2.956,3.037
2.239,2.772
1.754,2.181
2.331,2.465
1.769,2.398
1.855,2.781
2.082,2.250
2.132,3.157
2.808,2.833
1.995,2.722
2.605,3.225
2.571,2.458
1.589,1.979
2.064,2.639
1.641,2.489
1.921,2.121
1.960,2.469
1.678,2.481
1.455,1.994
2.407,2.693
2.163,2.241
2.036,2.487
3.004,2.338
1.477,1.798
2.022,2.373
1.513,1.749
2.576,2.671
2.019,3.069
2.723,2.869
2.414,2.694
2.456,2.972
2.200,3.125
