# A, B, C, D, E
6.569575784036694852e-15,4.112319920618154323e-09,2.191219157487432054e-09,7.957779685643825214e-10,1.006763837542410484e-10
6.247801784193179050e-15,4.101934067020318680e-09,2.195065078161176623e-09,8.011232239694408156e-10,1.018713830472919801e-10
5.941813046465423173e-15,4.091575010104665180e-09,2.198872869022514923e-09,8.064718020534976488e-10,1.030743770062862616e-10
5.650833363780464178e-15,4.081242680096392399e-09,2.202642714459863832e-09,8.118235842873475477e-10,1.042853703230470635e-10
5.374124832089295509e-15,4.070937007369178660e-09,2.206374798120333369e-09,8.171784528739955978e-10,1.055043675116822347e-10
5.110985950301928414e-15,4.060657922446689157e-09,2.210069302912345549e-09,8.225362907452591791e-10,1.067313729097736207e-10
4.860749815214347691e-15,4.050405356003970578e-09,2.213726411008271851e-09,8.278969815585007052e-10,1.079663906794466462e-10
4.622782406623837150e-15,4.040179238868757231e-09,2.217346303847085568e-09,8.332604096933677054e-10,1.092094248083720575e-10
4.396480958075620981e-15,4.029979502022695261e-09,2.220929162136972394e-09,8.386264602483326240e-10,1.104604791110555090e-10
4.181272408918346034e-15,4.019806076602470105e-09,2.224475165857967059e-09,8.439950190375300960e-10,1.117195572296325493e-10
3.976611933567112451e-15,4.009658893900857008e-09,2.227984494264589140e-09,8.493659725872911630e-10,1.129866626353266817e-10
3.781981544083204485e-15,3.999537885367703715e-09,2.231457325888415181e-09,8.547392081331763838e-10,1.142617986291610239e-10
3.596888762378390568e-15,3.989442982610830443e-09,2.234893838540767442e-09,8.601146136163767712e-10,1.155449683432797032e-10
3.420865358540692086e-15,3.979374117396862024e-09,2.238294209315242590e-09,8.654920776806914805e-10,1.168361747418545886e-10
3.253466151957026145e-15,3.969331221652004627e-09,2.241658614590348339e-09,8.708714896692019240e-10,1.181354206222818076e-10
3.094267872077888493e-15,3.959314227462746384e-09,2.244987230032099969e-09,8.762527396211456477e-10,1.194427086161253655e-10
2.942868075829618966e-15,3.949323067076512511e-09,2.248280230596611468e-09,8.816357182685368854e-10,1.207580411902933184e-10
2.798884118832548458e-15,3.939357672902255920e-09,2.251537790532659379e-09,8.870203170331038191e-10,1.220814206478712743e-10
2.661952177727299027e-15,3.929417977510994884e-09,2.254760083384271877e-09,8.924064280231496352e-10,1.234128491294139321e-10
2.531726321048955538e-15,3.919503913636314309e-09,2.257947281993317429e-09,8.977939440302175390e-10,1.247523286138282003e-10
2.407877626218203999e-15,3.909615414174797523e-09,2.261099558502021905e-09,9.031827585261283112e-10,1.260998609194316002e-10
2.290093340342170285e-15,3.899752412186430765e-09,2.264217084355602734e-09,9.085727656595573304e-10,1.274554477050441450e-10
2.178076082634164729e-15,3.889914840894955567e-09,2.267300030304721909e-09,9.139638602533120122e-10,1.288190904709210626e-10
2.071543086372617550e-15,3.880102633688187216e-09,2.270348566408130071e-09,9.193559378007827904e-10,1.301907905597940874e-10
1.970225478424297766e-15,3.870315724118285243e-09,2.273362862035133158e-09,9.247488944631554148e-10,1.315705491579569021e-10
1.873867594456952350e-15,3.860554045901998270e-09,2.276343085868132681e-09,9.301426270661303535e-10,1.329583672961676689e-10
1.782226328060811514e-15,3.850817532920869149e-09,2.279289405905205283e-09,9.355370330968960350e-10,1.343542458507062961e-10
1.695070512088379733e-15,3.841106119221406186e-09,2.282201989462534239e-09,9.409320107011700234e-10,1.357581855443841410e-10
1.612180330606856730e-15,3.831419739015216324e-09,2.285081003177005560e-09,9.463274586799457172e-10,1.371701869475122764e-10
1.533346759938578648e-15,3.821758326679135003e-09,2.287926613008629568e-09,9.517232764865301119e-10,1.385902504789528374e-10
1.458371037341349502e-15,3.812121816755293166e-09,2.290738984243095224e-09,9.571193642236372942e-10,1.400183764069691305e-10
1.387064155953464368e-15,3.802510143951183434e-09,2.293518281494245059e-09,9.625156226400712410e-10,1.414545648503320647e-10
1.319246384697059022e-15,3.792923243139688224e-09,2.296264668706531895e-09,9.679119531281228886e-10,1.428988157792825769e-10
1.254746811899292586e-15,3.783361049359086375e-09,2.298978309157515279e-09,9.733082577201524297e-10,1.443511290164531362e-10
1.193402911452742670e-15,3.773823497813048178e-09,2.301659365460315315e-09,9.787044390859284794e-10,1.458115042377906971e-10
1.135060130395700839e-15,3.764310523870586578e-09,2.304307999566088410e-09,9.841004005294711412e-10,1.472799409737445304e-10
1.079571496848968315e-15,3.754822063066014156e-09,2.306924372766451749e-09,9.894960459861552199e-10,1.487564386098766571e-10
1.026797247299025598e-15,3.745358051098852139e-09,2.309508645695949941e-09,9.948912800197869656e-10,1.502409963881769100e-10
9.766044722679716681e-16,3.735918423833756786e-09,2.312060978334457566e-09,1.000286007819663033e-09,1.517336134076623558e-10
9.288667794585832964e-16,3.726503117300387861e-09,2.314581530009663616e-09,1.005680135197495644e-09,1.532342886256752445e-10
8.834639735083548819e-16,3.717112067693299449e-09,2.317070459399428540e-09,1.011073568584808211e-09,1.547430208584945544e-10
8.402817515297057200e-16,3.707745211371784443e-09,2.319527924534237668e-09,1.016466215029728147e-09,1.562598087824991375e-10
7.992114136544920835e-16,3.698402484859724824e-09,2.321954082799605406e-09,1.021857982194231945e-09,1.577846509350430574e-10
7.601495878400246010e-16,3.689083824845418372e-09,2.324349090938436014e-09,1.027248778351270725e-09,1.593175457152863371e-10
7.229979682308134485e-16,3.679789168181393370e-09,2.326713105053448482e-09,1.032638512381956989e-09,1.608584913852569296e-10
6.876630664053571386e-16,3.670518451884213396e-09,2.329046280609542683e-09,1.038027093772524527e-09,1.624074860706498265e-10
6.540559748707763569e-16,3.661271613134270110e-09,2.331348772436184133e-09,1.043414432611732315e-09,1.639645277618551136e-10
6.220921421997446755e-16,3.652048589275563640e-09,2.333620734729764766e-09,1.048800439587812419e-09,1.655296143147167544e-10
5.916911592342827399e-16,3.642849317815470967e-09,2.335862321055945095e-09,1.054185025985792208e-09,1.671027434516296642e-10
5.627765558096612690e-16,3.633673736424503570e-09,2.338073684352021190e-09,1.059568103684634583e-09,1.686839127622832681e-10
5.352756074787395032e-16,3.624521782936066707e-09,2.340254976929283793e-09,1.064949585154448311e-09,1.702731197045850217e-10
5.091191517429417583e-16,3.615393395346196375e-09,2.342406350475310031e-09,1.070329383453671473e-09,1.718703616056807651e-10
4.842414133205919455e-16,3.606288511813291720e-09,2.344527956056324592e-09,1.075707412226375274e-09,1.734756356626083498e-10
4.605798380065499825e-16,3.597207070657843719e-09,2.346619944119512531e-09,1.081083585699389375e-09,1.750889389434160393e-10
4.380749346993334913e-16,3.588149010362151042e-09,2.348682464495309315e-09,1.086457818679695042e-09,1.767102683879185259e-10
4.166701251928208287e-16,3.579114269570036332e-09,2.350715666399738436e-09,1.091830026551548000e-09,1.783396208085547171e-10
3.963116013496571752e-16,3.570102787086544696e-09,2.352719698436682022e-09,1.097200125273843657e-09,1.799769928913194771e-10
3.769481892924566244e-16,3.561114501877647575e-09,2.354694708600178746e-09,1.102568031377309860e-09,1.816223811966700101e-10
3.585312202669057698e-16,3.552149353069933379e-09,2.356640844276706843e-09,1.107933661961902517e-09,1.832757821602568030e-10
3.410144078479923200e-16,3.543207279950291502e-09,2.358558252247451825e-09,1.113296934694002076e-09,1.849371920938521363e-10
3.243537311768957705e-16,3.534288221965604200e-09,2.360447078690551451e-09,1.118657767803845332e-09,1.866066071862563379e-10
3.085073239314702495e-16,3.525392118722411165e-09,2.362307469183390739e-09,1.124016080082756653e-09,1.882840235041046456e-10
2.934353687480299551e-16,3.516518909986590240e-09,2.364139568704839075e-09,1.129371790880553316e-09,1.899694369926494621e-10
2.790999968260254835e-16,3.507668535683027780e-09,2.365943521637466232e-09,1.134724820102801957e-09,1.916628434767069337e-10
2.654651924605159146e-16,3.498840935895275377e-09,2.367719471769808016e-09,1.140075088208309322e-09,1.933642386614317856e-10
2.524967022599325309e-16,3.490036050865212369e-09,2.369467562298572356e-09,1.145422516206350585e-09,1.950736181331872579e-10
2.401619488186123465e-16,3.481253820992710420e-09,2.371187935830871866e-09,1.150767025654124120e-09,1.967909773603421715e-10
2.284299486249542122e-16,3.472494186835277412e-09,2.372880734386417528e-09,1.156108538654225080e-09,1.985163116941443788e-10
2.172712339968957170e-16,3.463757089107714176e-09,2.374546099399741326e-09,1.161446977851822852e-09,2.002496163694875608e-10
2.066577788466462043e-16,3.455042468681758793e-09,2.376184171722378347e-09,1.166782266432309176e-09,2.019908865057931302e-10
1.965629280864431398e-16,3.446350266585736291e-09,2.377795091625048059e-09,1.172114328118589332e-09,2.037401171076824193e-10
1.869613304963303936e-16,3.437680424004195925e-09,2.379378998799858744e-09,1.177443087168535671e-09,2.054973030660720484e-10
1.778288748838154840e-16,3.429032882277554244e-09,2.380936032362454864e-09,1.182768468372478355e-09,2.072624391586447461e-10
1.691426293736466777e-16,3.420407582901731963e-09,2.382466330854195848e-09,1.188090397050552388e-09,2.090355200508930189e-10
1.608807836739214112e-16,3.411804467527794140e-09,2.383970032244310489e-09,1.193408799050307680e-09,2.108165402967943375e-10
1.530225941723133537e-16,3.403223477961578768e-09,2.385447273932052162e-09,1.198723600744073448e-09,2.126054943396854923e-10
1.455483317234202519e-16,3.394664556163332405e-09,2.386898192748806479e-09,1.204034729026533123e-09,2.144023765129861438e-10
1.384392319950662100e-16,3.386127644247342492e-09,2.388322924960302756e-09,1.209342111312090818e-09,2.162071810410223845e-10
1.316774482479199541e-16,3.377612684481563052e-09,2.389721606268629855e-09,1.214645675532509105e-09,2.180199020398540227e-10
1.252460064289580200e-16,3.369119619287247424e-09,2.391094371814475773e-09,1.219945350134364610e-09,2.198405335179098316e-10
1.191287624651933872e-16,3.360648391238573136e-09,2.392441356179157957e-09,1.225241064076575981e-09,2.216690693769420896e-10
1.133103616496799968e-16,3.352198943062267603e-09,2.393762693386742128e-09,1.230532746827949229e-09,2.235055034126823537e-10
1.077762000171152291e-16,3.343771217637235487e-09,2.395058516906177649e-09,1.235820328364734240e-09,2.253498293156733448e-10
1.025123876114104335e-16,3.335365157994178604e-09,2.396328959653332798e-09,1.241103739168162669e-09,2.272020406719529226e-10
9.750571355241085456e-17,3.326980707315225347e-09,2.397574153993113184e-09,1.246382910222035262e-09,2.290621309639055128e-10
9.274361281349918562e-17,3.318617808933551427e-09,2.398794231741544583e-09,1.251657773010263267e-09,2.309300935710330138e-10
8.821413462617030738e-17,3.310276406332996056e-09,2.399989324167797877e-09,1.256928259514539098e-09,2.328059217705408283e-10
8.390591243177783034e-17,3.301956443147694273e-09,2.401159561996291337e-09,1.262194302211781373e-09,2.346896087383095418e-10
7.980813530458146318e-17,3.293657863161689399e-09,2.402305075408725896e-09,1.267455834071956335e-09,2.365811475495039862e-10
7.591052077395413592e-17,3.285380610308559161e-09,2.403425994046144005e-09,1.272712788555443069e-09,2.384805311793355643e-10
7.220328897714825191e-17,3.277124628671033118e-09,2.404522447010925616e-09,1.277965099610927298e-09,2.403877525038411696e-10
6.867713807739191038e-17,3.268889862480615878e-09,2.405594562868893364e-09,1.283212701672770946e-09,2.423028043005677815e-10
6.532322088529627300e-17,3.260676256117205769e-09,2.406642469651263875e-09,1.288455529658926402e-09,2.442256792493876519e-10
6.213312262458642063e-17,3.252483754108714750e-09,2.407666294856721107e-09,1.293693518968337105e-09,2.461563699331121768e-10
5.909883978608336875e-17,3.244312301130685015e-09,2.408666165453375930e-09,1.298926605478808384e-09,2.480948688382938991e-10
5.621276001660305819e-17,3.236161842005922133e-09,2.409642207880819194e-09,1.304154725544547210e-09,2.500411683559632686e-10
5.346764299206373213e-17,3.228032321704097179e-09,2.410594548052072633e-09,1.309377815993918477e-09,2.519952607822756520e-10
5.085660222658062284e-17,3.219923685341381118e-09,2.411523311355605945e-09,1.314595814127116893e-09,2.539571383193026347e-10
4.837308777169260382e-17,3.211835878180056857e-09,2.412428622657307550e-09,1.319808657713899891e-09,2.559267930756315714e-10
4.601086976211613894e-17,3.203768845628144119e-09,2.413310606302467342e-09,1.325016284991257255e-09,2.579042170672606475e-10
4.376402276656451053e-17,3.195722533239020182e-09,2.414169386117724286e-09,1.330218634661127474e-09,2.598894022181113692e-10
4.162691090419564180e-17,3.187696886711039375e-09,2.415005085413049994e-09,1.335415645888200138e-09,2.618823403608084912e-10
3.959417368919847186e-17,3.179691851887152161e-09,2.415817826983693019e-09,1.340607258297560330e-09,2.638830232374381796e-10
3.766071256785647721e-17,3.171707374754534557e-09,2.416607733112118175e-09,1.345793411972560912e-09,2.658914425000959154e-10
3.582167811418120594e-17,3.163743401444204331e-09,2.417374925569947931e-09,1.350974047452450998e-09,2.679075897117139859e-10
3.407245785186961900e-17,3.155799878230641731e-09,2.418119525619905874e-09,1.356149105730285254e-09,2.699314563467130954e-10
3.240866467192086549e-17,3.147876751531418083e-09,2.418841654017732870e-09,1.361318528250566850e-09,2.719630337916190290e-10
3.082612581674989436e-17,3.139973967906815705e-09,2.419541431014111088e-09,1.366482256907101955e-09,2.740023133458555568e-10
2.932087240306890545e-17,3.132091474059454017e-09,2.420218976356560723e-09,1.371640234040841422e-09,2.760492862222703137e-10
2.788912945715973219e-17,3.124229216833911937e-09,2.420874409291371053e-09,1.376792402437573775e-09,2.781039435480241738e-10
2.652730643746143985e-17,3.116387143216354404e-09,2.421507848565473172e-09,1.381938705325884560e-09,2.801662763650018941e-10
2.523198822061962844e-17,3.108565200334156430e-09,2.422119412428343335e-09,1.387079086374848303e-09,2.822362756306796715e-10
2.399992652831636388e-17,3.100763335455531280e-09,2.422709218633887686e-09,1.392213489691943391e-09,2.843139322187208163e-10
2.282803177330958875e-17,3.092981495989154927e-09,2.423277384442321205e-09,1.397341859820829855e-09,2.863992369196602963e-10
2.171336530416846754e-17,3.085219629483796727e-09,2.423824026622030925e-09,1.402464141739333737e-09,2.884921804414841244e-10
2.065313202919479886e-17,3.077477683627943040e-09,2.424349261451451567e-09,1.407580280857124157e-09,2.905927534103691691e-10
1.964467340097911750e-17,3.069755606249430798e-09,2.424853204720903952e-09,1.412690223013695826e-09,2.927009463712989377e-10
1.868546074394406733e-17,3.062053345315070717e-09,2.425335971734477658e-09,1.417793914476288678e-09,2.948167497887244948e-10
1.777308890809733225e-17,3.054370848930286239e-09,2.425797677311834694e-09,1.422891301937644772e-09,2.969401540471393520e-10
1.690527023303405169e-17,3.046708065338736335e-09,2.426238435790091743e-09,1.427982332513996583e-09,2.990711494519056663e-10
1.607982880701200141e-17,3.039064942921947407e-09,2.426658361025612254e-09,1.433066953742984367e-09,3.012097262296179933e-10
1.529469500666566213e-17,3.031441430198953056e-09,2.427057566395851465e-09,1.438145113581489987e-09,3.033558745290283330e-10
1.454790030363182848e-17,3.023837475825917295e-09,2.427436164801180339e-09,1.443216760403591499e-09,3.055095844214096244e-10
1.383757232503166944e-17,3.016253028595774734e-09,2.427794268666663998e-09,1.448281842998597564e-09,3.076708459013818402e-10
1.316193015539318151e-17,3.008688037437864957e-09,2.428131989943908410e-09,1.453340310568824194e-09,3.098396488874655260e-10
1.251927986820581267e-17,3.001142451417563191e-09,2.428449440112838822e-09,1.458392112727641984e-09,3.120159832226901912e-10
1.190801027587696125e-17,2.993616219735919656e-09,2.428746730183492261e-09,1.463437199497378178e-09,3.141998386752035279e-10
1.132658888740981368e-17,2.986109291729296014e-09,2.429023970697788531e-09,1.468475521307384785e-09,3.163912049389464936e-10
1.077355806364475232e-17,2.978621616869004726e-09,2.429281271731344632e-09,1.473507028991884605e-09,3.185900716342161042e-10
1.024753136040342651e-17,2.971153144760943429e-09,2.429518742895214731e-09,1.478531673788022388e-09,3.207964283082908340e-10
9.747190050347761041e-18,2.963703825145236363e-09,2.429736493337676879e-09,1.483549407333852303e-09,3.230102644360450046e-10
9.271279814815424678e-18,2.956273607895873710e-09,2.429934631745982077e-09,1.488560181666338647e-09,3.252315694205394429e-10
8.818607597321013769e-18,2.948862443020355917e-09,2.430113266348112041e-09,1.493563949219306088e-09,3.274603325935985436e-10
8.388038610818784815e-18,2.941470280659331380e-09,2.430272504914522482e-09,1.498560662821624208e-09,3.296965432164822499e-10
7.978493491209650950e-18,2.934097071086238699e-09,2.430412454759893418e-09,1.503550275694957992e-09,3.319401904804166894e-10
7.588945589942598430e-18,2.926742764706953876e-09,2.430533222744852611e-09,1.508532741452056180e-09,3.341912635071955350e-10
7.218418398910791708e-18,2.919407312059429672e-09,2.430634915277708920e-09,1.513508014094692619e-09,3.364497513497455376e-10
6.865983101175095898e-18,2.912090663813346118e-09,2.430717638316192686e-09,1.518476048011655188e-09,3.387156429928161365e-10
6.530756241364088649e-18,2.904792770769751106e-09,2.430781497369116305e-09,1.523436797976930128e-09,3.409889273534459371e-10
6.211897509900600060e-18,2.897513583860710495e-09,2.430826597498162999e-09,1.528390219147657463e-09,3.432695932815698104e-10
5.908607635490809102e-18,2.890253054148958209e-09,2.430853043319523810e-09,1.533336267062264468e-09,3.455576295606526163e-10
5.620126380584206023e-18,2.883011132827535175e-09,2.430860939005637158e-09,1.538274897638533162e-09,3.478530249081620407e-10
5.345730634771425768e-18,2.875787771219449765e-09,2.430850388286843621e-09,1.543206067171689116e-09,3.501557679762767659e-10
5.084732601333082046e-18,2.868582920777321695e-09,2.430821494453127559e-09,1.548129732332486730e-09,3.524658473523319586e-10
4.836478072386941691e-18,2.861396533083036264e-09,2.430774360355724739e-09,1.553045850165345183e-09,3.547832515594280234e-10
4.600344788303270873e-18,2.854228559847391973e-09,2.430709088408839152e-09,1.557954378086445920e-09,3.571079690569926720e-10
4.375740877270014688e-18,2.847078952909758488e-09,2.430625780591322603e-09,1.562855273881819587e-09,3.594399882413375640e-10
4.162103371090802937e-18,2.839947664237727982e-09,2.430524538448309630e-09,1.567748495705558701e-09,3.617792974462887735e-10
3.958896793490324859e-18,2.832834645926767306e-09,2.430405463092861528e-09,1.572634002077885360e-09,3.641258849435680680e-10
3.765611817383716076e-18,2.825739850199880501e-09,2.430268655207655038e-09,1.577511751883330820e-09,3.664797389435179836e-10
3.581763987739906234e-18,2.818663229407256415e-09,2.430114215046587491e-09,1.582381704368834842e-09,3.688408475955564642e-10
3.406892506833662198e-18,2.811604736025934112e-09,2.429942242436445230e-09,1.587243819142021436e-09,3.712091989887154597e-10
3.240559078837461468e-18,2.804564322659453801e-09,2.429752836778507929e-09,1.592098056169180539e-09,3.735847811522858164e-10
3.082346810854018733e-18,2.797541942037521001e-09,2.429546097050211637e-09,1.596944375773695753e-09,3.759675820562301435e-10
2.931859167631241148e-18,2.790537547015664499e-09,2.429322121806710085e-09,1.601782738634005754e-09,3.783575896117681989e-10
2.788718977336787712e-18,2.783551090574896383e-09,2.429081009182542692e-09,1.606613105781872802e-09,3.807547916719703392e-10
2.652567485897404293e-18,2.776582525821375789e-09,2.428822856893212413e-09,1.611435438600687844e-09,3.831591760321609252e-10
2.523063457530101788e-18,2.769631805986068934e-09,2.428547762236814874e-09,1.616249698823461294e-09,3.855707304305835825e-10
2.399882319208368851e-18,2.762698884424414518e-09,2.428255822095604634e-09,1.621055848531237533e-09,3.879894425488696438e-10
2.282715346916863967e-18,2.755783714615987062e-09,2.427947132937598264e-09,1.625853850151219899e-09,3.904153000124892207e-10
2.171268891652755230e-18,2.748886250164163557e-09,2.427621790818161707e-09,1.630643666454996590e-09,3.928482903914044700e-10
2.065263643232157421e-18,2.742006444795785143e-09,2.427279891381591432e-09,1.635425260556837708e-09,3.952884012005102223e-10
1.964433930054380658e-18,2.735144252360830789e-09,2.426921529862680287e-09,1.640198595911900894e-09,3.977356199001737688e-10
1.868527053067490100e-18,2.728299626832078563e-09,2.426546801088295346e-09,1.644963636314444623e-09,4.001899338966619971e-10
1.777302652264254155e-18,2.721472522304778892e-09,2.426155799478917294e-09,1.649720345896162050e-09,4.026513305428369981e-10
1.690532104119300862e-18,2.714662892996321213e-09,2.425748619050240607e-09,1.654468689124404642e-09,4.051197971384850255e-10
1.607997948455941937e-18,2.707870693245908061e-09,2.425325353414672402e-09,1.659208630800503623e-09,4.075953209309284545e-10
1.529493343305030019e-18,2.701095877514221714e-09,2.424886095782928067e-09,1.663940136057943765e-09,4.100778891154183820e-10
1.454821546388331759e-18,2.694338400383097875e-09,2.424430938965511095e-09,1.668663170360789675e-09,4.125674888357708322e-10
1.383795421925977634e-18,2.687598216555202653e-09,2.423959975374319043e-09,1.673377699501895778e-09,4.150641071848001994e-10
1.316236971530797845e-18,2.680875280853700866e-09,2.423473297024094832e-09,1.678083689601222180e-09,4.175677312047395068e-10
1.251976888013008938e-18,2.674169548221933026e-09,2.422970995534029815e-09,1.682781107104186710e-09,4.200783478878899510e-10
1.190854130976139444e-18,2.667480973723093154e-09,2.422453162129206384e-09,1.687469918779882768e-09,4.225959441769717291e-10
1.132715523139751584e-18,2.660809512539902868e-09,2.421919887642172922e-09,1.692150091719537661e-09,4.251205069656895207e-10
1.077415366376538268e-18,2.654155119974288372e-09,2.421371262514408735e-09,1.696821593334734788e-09,4.276520230991525399e-10
1.024815076500864540e-18,2.647517751447059920e-09,2.420807376797831596e-09,1.701484391355849438e-09,4.301904793744381045e-10
9.747828358927669015e-19,2.640897362497591702e-09,2.420228320156315617e-09,1.706138453830300757e-09,4.327358625410076042e-10
9.271932630863746400e-19,2.634293908783500478e-09,2.419634181867148740e-09,1.710783749120983201e-09,4.352881593011899871e-10
8.819270984940358781e-19,2.627707346080326706e-09,2.419025050822544828e-09,1.715420245904536075e-09,4.378473563106752258e-10
8.388709054780926902e-19,2.621137630281215246e-09,2.418401015531104460e-09,1.720047913169827313e-09,4.404134401789897898e-10
7.979167860206755647e-19,2.614584717396600207e-09,2.417762164119322475e-09,1.724666720216224257e-09,4.429863974699557319e-10
7.589621102785246595e-19,2.608048563553888548e-09,2.417108584332997065e-09,1.729276636652014980e-09,4.455662147021320918e-10
7.219092593446695768e-19,2.601529124997140375e-09,2.416440363538749728e-09,1.733877632392869113e-09,4.481528783493372092e-10
6.866653805719499336e-19,2.595026358086758333e-09,2.415757588725461663e-09,1.738469677660080702e-09,4.507463748410477348e-10
6.531421548448121358e-19,2.588540219299171210e-09,2.415060346505708927e-09,1.743052742979094593e-09,4.533466905628893556e-10
6.212555752159060883e-19,2.582070665226522503e-09,2.414348723117245159e-09,1.747626799177833039e-09,4.559538118571308282e-10
5.909257363523531400e-19,2.575617652576354851e-09,2.413622804424415645e-09,1.752191817385265298e-09,4.585677250230473179e-10
5.620766342638072229e-19,2.569181138171303973e-09,2.412882675919612328e-09,1.756747769029557858e-09,4.611884163174531549e-10
5.346359758101426929e-19,2.562761078948783104e-09,2.412128422724691595e-09,1.761294625836773065e-09,4.638158719551134083e-10
5.085349975111602976e-19,2.556357431960674041e-09,2.411360129592408609e-09,1.765832359829164931e-09,4.664500781092202386e-10
4.837082932040211828e-19,2.549970154373019432e-09,2.410577880907840886e-09,1.770360943323646365e-09,4.690910209117998190e-10
4.600936501163212583e-19,2.543599203465716717e-09,2.409781760689806084e-09,1.774880348930206160e-09,4.717386864541786583e-10
4.376318929437972579e-19,2.537244536632205871e-09,2.408971852592252907e-09,1.779390549550513120e-09,4.743930607873938827e-10
4.162667355417684112e-19,2.530906111379167067e-09,2.408148239905691711e-09,1.783891518376169058e-09,4.770541299227176683e-10
3.959446398584940783e-19,2.524583885326211310e-09,2.407311005558589136e-09,1.788383228887280049e-09,4.797218798319731204e-10
3.766146817567608560e-19,2.518277816205579760e-09,2.406460232118755281e-09,1.792865654850961300e-09,4.823962964480818673e-10
3.582284233873494549e-19,2.511987861861837259e-09,2.405596001794745782e-09,1.797338770319793422e-09,4.850773656653820081e-10
3.407397917943786016e-19,2.505713980251570410e-09,2.404718396437234927e-09,1.801802549630305386e-09,4.877650733401668134e-10
3.241049634482523382e-19,2.499456129443082348e-09,2.403827497540413180e-09,1.806256967401409284e-09,4.904594052909917134e-10
3.082822544167003082e-19,2.493214267616096610e-09,2.402923386243352440e-09,1.810701998533035901e-09,4.931603472992446386e-10
2.932320158985945765e-19,2.486988353061451491e-09,2.402006143331368413e-09,1.815137618204480968e-09,4.958678851094630365e-10
2.789165348586738068e-19,2.480778344180802258e-09,2.401075849237401168e-09,1.819563801873128621e-09,4.985820044297507712e-10
2.652999395140782439e-19,2.474584199486321299e-09,2.400132584043368413e-09,1.823980525272772634e-09,5.013026909322378289e-10
2.523481094357596068e-19,2.468405877600401992e-09,2.399176427481527444e-09,1.828387764412234410e-09,5.040299302534974232e-10
2.400285900394308365e-19,2.462243337255358850e-09,2.398207458935805662e-09,1.832785495573862472e-09,5.067637079949464545e-10
2.283105112516815926e-19,2.456096537293131807e-09,2.397225757443196861e-09,1.837173695312121296e-09,5.095040097232220838e-10
2.171645101474124286e-19,2.449965436664990911e-09,2.396231401695044178e-09,1.841552340452100936e-09,5.122508209706939642e-10
2.065626573646377614e-19,2.443849994431239370e-09,2.395224470038395020e-09,1.845921408088118679e-09,5.150041272356916122e-10
1.964783871122116378e-19,2.437750169760924450e-09,2.394205040477341920e-09,1.850280875582163526e-09,5.177639139830977031e-10
1.868864305950394388e-19,2.431665921931535967e-09,2.393173190674353888e-09,1.854630720562590078e-09,5.205301666446309666e-10
1.777627526898951371e-19,2.425597210328721326e-09,2.392128997951585835e-09,1.858970920922619064e-09,5.233028706193117863e-10
1.690844917131116807e-19,2.419543994445988974e-09,2.391072539292183864e-09,1.863301454818943746e-09,5.260820112737897631e-10
1.608299021291788012e-19,2.413506233884420956e-09,2.390003891341638540e-09,1.867622300670279461e-09,5.288675739428312346e-10
1.529783000566319129e-19,2.407483888352378025e-09,2.388923130409048819e-09,1.871933437155971682e-09,5.316595439296191285e-10
1.455100114346612346e-19,2.401476917665215507e-09,2.387830332468439748e-09,1.876234843214609040e-09,5.344579065062186649e-10
1.384063227205054046e-19,2.395485281744990474e-09,2.386725573160064034e-09,1.880526498042630150e-09,5.372626469139086422e-10
1.316494339940580484e-19,2.389508940620177616e-09,2.385608927791693688e-09,1.884808381092892169e-09,5.400737503635981295e-10
1.252224143521515249e-19,2.383547854425378063e-09,2.384480471339917454e-09,1.889080472073259632e-09,5.428912020362305444e-10
1.191091594807162951e-19,2.377601983401034845e-09,2.383340278451397299e-09,1.893342750945347547e-09,5.457149870831063563e-10
1.132943512984677466e-19,2.371671287893151642e-09,2.382188423444179907e-09,1.897595197923021305e-09,5.485450906263634722e-10
1.077634195709819950e-19,2.365755728352999142e-09,2.381024980308942001e-09,1.901837793471101726e-09,5.513814977592033669e-10
1.025025053989407351e-19,2.359855265336839998e-09,2.379850022710283223e-09,1.906070518303961751e-09,5.542241935464064163e-10
9.749842648904706033e-20,2.353969859505638905e-09,2.378663623987983038e-09,1.910293353384173998e-09,5.570731630247101262e-10
9.273864412055948475e-20,2.348099471624786731e-09,2.377465857158258461e-09,1.914506279921170734e-09,5.599283912030351591e-10
8.821123172465446912e-20,2.342244062563812251e-09,2.376256794915017236e-09,1.918709279369939819e-09,5.627898630630189692e-10
8.390484499787111040e-20,2.336403593296105448e-09,2.375036509631113082e-09,1.922902333429627187e-09,5.656575635592450347e-10
7.980869347473398173e-20,2.330578024898635862e-09,2.373805073359603834e-09,1.927085424042186476e-09,5.685314776197567438e-10
7.591251348830316443e-20,2.324767318551673419e-09,2.372562557834972365e-09,1.931258533391153144e-09,5.714115901462952095e-10
7.220654245089075686e-20,2.318971435538512972e-09,2.371309034474376037e-09,1.935421643900192351e-09,5.742978860147146169e-10
6.868149439047873565e-20,2.313190337245189758e-09,2.370044574378880032e-09,1.939574738231885905e-09,5.771903500753657255e-10
6.532853668153287022e-20,2.307423985160209735e-09,2.368769248334679509e-09,1.943717799286407525e-09,5.800889671533795920e-10
6.213926791189556784e-20,2.301672340874268340e-09,2.367483126814341616e-09,1.947850810200134012e-09,5.829937220491266551e-10
5.910569683028162251e-20,2.295935366079975450e-09,2.366186279978007798e-09,1.951973754344423495e-09,5.859045995384778150e-10
