# A, B, C, D, E
4.844880918860814179e-25,1.285511847694378810e-09,1.886019719286029457e-09,2.627394803129769206e-09,1.401073629889824755e-09
4.608362615319781738e-25,1.282351517211453150e-09,1.883598216807566240e-09,2.629066905829334659e-09,1.404983360151644869e-09
4.383390706975800643e-25,1.279199142672114307e-09,1.881176011614701762e-09,2.630729337550187600e-09,1.408895508162996903e-09
4.169401519701392882e-25,1.276054703600536883e-09,1.878753126004465388e-09,2.632382110954306747e-09,1.412810059440682869e-09
3.965858896922231532e-25,1.272918179574650229e-09,1.876329582154229430e-09,2.634025238750006167e-09,1.416726999521120331e-09
3.772252856259672539e-25,1.269789550225997818e-09,1.873905402122220759e-09,2.635658733691527476e-09,1.420646313960259483e-09
3.588098311753855522e-25,1.266668795239592491e-09,1.871480607848019597e-09,2.637282608578582824e-09,1.424567988333803385e-09
3.412933858465205295e-25,1.263555894353773152e-09,1.869055221153043826e-09,2.638896876255999617e-09,1.428492008237190801e-09
3.246320616409775289e-25,1.260450827360064347e-09,1.866629263741053574e-09,2.640501549613212216e-09,1.432418359285673744e-09
3.087841130931566612e-25,1.257353574103032132e-09,1.864202757198654964e-09,2.642096641583921140e-09,1.436347027114388821e-09
2.937098326756479624e-25,1.254264114480142832e-09,1.861775722995767265e-09,2.643682165145647628e-09,1.440277997378436231e-09
2.793714513107789977e-25,1.251182428441623246e-09,1.859348182486139053e-09,2.645258133319307226e-09,1.444211255752925257e-09
2.657330437389862707e-25,1.248108495990317959e-09,1.856920156907819293e-09,2.646824559168816466e-09,1.448146787933057814e-09
2.527604385069355886e-25,1.245042297181549549e-09,1.854491667383647645e-09,2.648381455800682169e-09,1.452084579634126586e-09
2.404211323498774762e-25,1.241983812122977965e-09,1.852062734921741472e-09,2.649928836363606050e-09,1.456024616591677774e-09
2.286842087536780059e-25,1.238933020974461974e-09,1.849633380415979735e-09,2.651466714048053764e-09,1.459966884561506961e-09
2.175202604925215821e-25,1.235889903947918130e-09,1.847203624646474285e-09,2.652995102085865295e-09,1.463911369319742036e-09
2.069013159481834602e-25,1.232854441307182631e-09,1.844773488280065341e-09,2.654514013749866188e-09,1.467858056662888688e-09
1.968007690262475254e-25,1.229826613367872974e-09,1.842342991870771682e-09,2.656023462353465950e-09,1.471806932407882522e-09
1.871933124937086541e-25,1.226806400497250439e-09,1.839912155860306603e-09,2.657523461250227090e-09,1.475757982392214993e-09
1.780548745708999385e-25,1.223793783114079051e-09,1.837481000578508878e-09,2.659014023833528453e-09,1.479711192473887499e-09
1.693625586188866543e-25,1.220788741688490957e-09,1.835049546243840303e-09,2.660495163536128889e-09,1.483666548531532772e-09
1.610945857712272273e-25,1.217791256741849323e-09,1.832617812963846027e-09,2.661966893829799564e-09,1.487624036464506484e-09
1.532302403663300468e-25,1.214801308846609367e-09,1.830185820735629354e-09,2.663429228224913684e-09,1.491583642192847547e-09
1.457498180437169521e-25,1.211818878626184352e-09,1.827753589446307102e-09,2.664882180270104038e-09,1.495545351657416248e-09
1.386345763741327750e-25,1.208843946754808074e-09,1.825321138873491025e-09,2.666325763551793575e-09,1.499509150819895491e-09
1.318666878997935407e-25,1.205876493957399818e-09,1.822888488685729734e-09,2.667759991693950146e-09,1.503475025662927285e-09
1.254291954671399320e-25,1.202916501009428705e-09,1.820455658442985360e-09,2.669184878357538910e-09,1.507442962190041187e-09
1.193059697401544938e-25,1.199963948736779480e-09,1.818022667597087881e-09,2.670600437240310158e-09,1.511412946425822640e-09
1.134816687878030556e-25,1.197018818015617062e-09,1.815589535492195657e-09,2.672006682076263720e-09,1.515384964415922479e-09
1.079416996443524047e-25,1.194081089772252953e-09,1.813156281365240038e-09,2.673403626635422314e-09,1.519359002227080511e-09
1.026721817462327915e-25,1.191150744983010617e-09,1.810722924346392310e-09,2.674791284723355917e-09,1.523335045947239661e-09
9.765991215385479975e-26,1.188227764674093332e-09,1.808289483459512231e-09,2.676169670180855443e-09,1.527313081685538326e-09
9.289233247123350495e-26,1.185312129921450610e-09,1.805855977622597810e-09,2.677538796883539832e-09,1.531293095572412321e-09
8.835749738053087974e-26,1.182403821850643563e-09,1.803422425648231162e-09,2.678898678741524765e-09,1.535275073759603978e-09
8.404404471269391188e-26,1.179502821636716698e-09,1.800988846244030554e-09,2.680249329699018585e-09,1.539259002420234529e-09
7.994116697918348185e-26,1.176609110504060807e-09,1.798555258013089855e-09,2.681590763733999284e-09,1.543244867748846905e-09
7.603858429347360070e-26,1.173722669726285997e-09,1.796121679454433684e-09,2.682922994857807941e-09,1.547232655961476260e-09
7.232651861447947527e-26,1.170843480626087065e-09,1.793688128963441756e-09,2.684246037114838535e-09,1.551222353295637559e-09
6.879566924736705338e-26,1.167971524575113426e-09,1.791254624832309209e-09,2.685559904582128486e-09,1.555213946010444282e-09
6.543718954037453080e-26,1.165106782993839657e-09,1.788821185250469914e-09,2.686864611369053424e-09,1.559207420386633648e-09
6.224266471925251839e-26,1.162249237351434183e-09,1.786387828305042738e-09,2.688160171616931801e-09,1.563202762726595986e-09
5.920409080378213877e-26,1.159398869165629202e-09,1.783954571981256506e-09,2.689446599498708081e-09,1.567199959354405336e-09
5.631385455355715892e-26,1.156555660002591647e-09,1.781521434162896476e-09,2.690723909218574712e-09,1.571198996615930913e-09
5.356471439277213892e-26,1.153719591476794350e-09,1.779088432632729507e-09,2.691992115011650775e-09,1.575199860878824286e-09
5.094978226622830877e-26,1.150890645250886384e-09,1.776655585072933986e-09,2.693251231143603542e-09,1.579202538532576867e-09
4.846250638110012384e-26,1.148068803035565468e-09,1.774222909065527483e-09,2.694501271910330014e-09,1.583207015988579262e-09
4.609665479121251454e-26,1.145254046589447479e-09,1.771790422092801639e-09,2.695742251637601235e-09,1.587213279680152494e-09
4.384629978270746084e-26,1.142446357718942793e-09,1.769358141537737822e-09,2.696974184680734313e-09,1.591221316062596398e-09
4.170580302197415312e-26,1.139645718278125171e-09,1.766926084684438714e-09,2.698197085424231354e-09,1.595231111613200577e-09
3.966980142862722561e-26,1.136852110168606446e-09,1.764494268718538175e-09,2.699410968281480027e-09,1.599242652831369514e-09
3.773319373814470710e-26,1.134065515339408719e-09,1.762062710727642546e-09,2.700615847694365613e-09,1.603255926238575010e-09
3.589112772049093859e-26,1.131285915786839458e-09,1.759631427701734309e-09,2.701811738132980251e-09,1.607270918378451103e-09
3.413898802270321115e-26,1.128513293554363492e-09,1.757200436533587340e-09,2.702998654095278006e-09,1.611287615816779179e-09
3.247238460498392289e-26,1.125747630732479346e-09,1.754769754019193517e-09,2.704176610106717525e-09,1.615306005141610184e-09
3.088714174131824453e-26,1.122988909458591233e-09,1.752339396858172596e-09,2.705345620720012643e-09,1.619326072963223687e-09
2.937928755706423359e-26,1.120237111916886845e-09,1.749909381654178560e-09,2.706505700514696870e-09,1.623347805914235196e-09
2.794504407729878556e-26,1.117492220338211404e-09,1.747479724915320655e-09,2.707656864096885167e-09,1.627371190649579210e-09
2.658081776098309426e-26,1.114754216999942356e-09,1.745050443054568914e-09,2.708799126098912053e-09,1.631396213846575802e-09
2.528319049723607797e-26,1.112023084225865698e-09,1.742621552390156996e-09,2.709932501179002798e-09,1.635422862204979424e-09
2.404891104115136822e-26,1.109298804386055214e-09,1.740193069145997013e-09,2.711057004020979364e-09,1.639451122446962157e-09
2.287488686770218770e-26,1.106581359896743641e-09,1.737765009452076378e-09,2.712172649333949383e-09,1.643480981317232204e-09
2.175817642332578774e-26,1.103870733220205004e-09,1.735337389344870144e-09,2.713279451851920692e-09,1.647512425582999355e-09
2.069598175576889568e-26,1.101166906864628054e-09,1.732910224767730202e-09,2.714377426333607358e-09,1.651545442034038060e-09
1.968564150373260576e-26,1.098469863383995916e-09,1.730483531571302172e-09,2.715466587561976797e-09,1.655580017482727549e-09
1.872462422874998928e-26,1.095779585377963251e-09,1.728057325513903639e-09,2.716546950344043806e-09,1.659616138764083260e-09
1.781052207258774191e-26,1.093096055491735075e-09,1.725631622261940424e-09,2.717618529510526871e-09,1.663653792735792826e-09
1.694104472428484386e-26,1.090419256415945578e-09,1.723206437390290818e-09,2.718681339915521427e-09,1.667692966278241716e-09
1.611401368170610939e-26,1.087749170886535698e-09,1.720781786382697656e-09,2.719735396436225652e-09,1.671733646294551079e-09
1.532735679323889855e-26,1.085085781684633184e-09,1.718357684632172815e-09,2.720780713972611660e-09,1.675775819710583740e-09
1.457910306595360610e-26,1.082429071636433685e-09,1.715934147441379371e-09,2.721817307447117377e-09,1.679819473475072207e-09
1.386737772721940377e-26,1.079779023613078331e-09,1.713511190023024921e-09,2.722845191804373157e-09,1.683864594559514858e-09
1.319039752740451816e-26,1.077135620530533787e-09,1.711088827500235675e-09,2.723864382010910616e-09,1.687911169958323597e-09
1.254646627188868071e-26,1.074498845349476452e-09,1.708667074906970877e-09,2.724874893054791638e-09,1.691959186688766155e-09
1.193397057119561136e-26,1.071868681075169623e-09,1.706245947188379936e-09,2.725876739945390834e-09,1.696008631791066797e-09
1.135137579859621735e-26,1.069245110757345203e-09,1.703825459201207336e-09,2.726869937713055147e-09,1.700059492328391232e-09
1.079722224505387257e-26,1.066628117490087901e-09,1.701405625714153487e-09,2.727854501408840404e-09,1.704111755386909888e-09
1.027012146187836588e-26,1.064017684411714048e-09,1.698986461408277155e-09,2.728830446104208148e-09,1.708165408075791708e-09
9.768752781925518582e-27,1.061413794704654550e-09,1.696567980877355281e-09,2.729797786890722895e-09,1.712220437527261849e-09
9.291860010624442634e-27,1.058816431595338672e-09,1.694150198628283545e-09,2.730756538879760961e-09,1.716276830896625459e-09
8.838248278544029169e-27,1.056225578354075540e-09,1.691733129081426470e-09,2.731706717202230880e-09,1.720334575362255068e-09
8.406781047610348444e-27,1.053641218294938341e-09,1.689316786571008885e-09,2.732648337008337240e-09,1.724393658125716107e-09
7.996377263475762043e-27,1.051063334775646238e-09,1.686901185345485054e-09,2.733581413467183640e-09,1.728454066411692878e-09
7.606008646904422059e-27,1.048491911197449396e-09,1.684486339567909254e-09,2.734505961766619245e-09,1.732515787468020402e-09
7.234697117386368978e-27,1.045926931005013173e-09,1.682072263316307386e-09,2.735421997112860351e-09,1.736578808565812838e-09
6.881512342527187611e-27,1.043368377686301698e-09,1.679658970584048171e-09,2.736329534730262086e-09,1.740643116999393374e-09
6.545569407071712214e-27,1.040816234772462269e-09,1.677246475280209797e-09,2.737228589861006973e-09,1.744708700086313883e-09
6.226026595721339545e-27,1.038270485837712858e-09,1.674834791229939125e-09,2.738119177764867118e-09,1.748775545167488502e-09
5.922083284190886865e-27,1.035731114499223827e-09,1.672423932174828883e-09,2.739001313718886571e-09,1.752843639607053847e-09
5.632977933219544225e-27,1.033198104417006046e-09,1.670013911773274385e-09,2.739875013017155920e-09,1.756912970792562360e-09
5.357986180511053635e-27,1.030671439293795920e-09,1.667604743600825910e-09,2.740740290970497965e-09,1.760983526134875401e-09
5.096419025821794698e-27,1.028151102874942268e-09,1.665196441150572933e-09,2.741597162906215835e-09,1.765055293068269536e-09
4.847621104649471815e-27,1.025637078948292590e-09,1.662789017833480367e-09,2.742445644167824161e-09,1.769128259050407590e-09
4.610969046197139780e-27,1.023129351344079327e-09,1.660382486978759143e-09,2.743285750114779411e-09,1.773202411562383933e-09
4.385869911498801742e-27,1.020627903934807983e-09,1.657976861834213419e-09,2.744117496122221398e-09,1.777277738108754877e-09
4.171759707792375619e-27,1.018132720635144427e-09,1.655572155566614052e-09,2.744940897580680872e-09,1.781354226217566805e-09
3.968101975418797270e-27,1.015643785401801563e-09,1.653168381262022647e-09,2.745755969895866517e-09,1.785431863440311500e-09
3.774386443705676889e-27,1.013161082233429320e-09,1.650765551926173918e-09,2.746562728488351870e-09,1.789510637352046705e-09
3.590127752468560317e-27,1.010684595170500913e-09,1.648363680484805943e-09,2.747361188793345359e-09,1.793590535551354148e-09
3.414864235926286198e-27,1.008214308295203861e-09,1.645962779784022881e-09,2.748151366260419816e-09,1.797671545660345121e-09
3.248156765982914615e-27,1.005750205731327284e-09,1.643562862590630397e-09,2.748933276353271771e-09,1.801753655324770293e-09
3.089587651979008872e-27,1.003292271644151062e-09,1.641163941592497960e-09,2.749706934549441446e-09,1.805836852213917342e-09
2.938759594154938344e-27,1.000840490240336852e-09,1.638766029398892206e-09,2.750472356340053438e-09,1.809921124020715801e-09
2.795294688203987969e-27,9.983948457678176612e-10,1.636369138540818142e-09,2.751229557229636393e-09,1.814006458461736441e-09
2.658833478421728992e-27,9.959553225156859704e-10,1.633973281471378973e-09,2.751978552735751600e-09,1.818092843277180927e-09
2.529034057078591621e-27,9.935219048140868200e-10,1.631578470566102428e-09,2.752719358388857747e-09,1.822180266230953371e-09
2.405571207759638573e-27,9.910945770341073823e-10,1.629184718123291477e-09,2.753451989731980880e-09,1.826268715110627037e-09
2.288135590524921359e-27,9.886733235876683936e-10,1.626792036364352107e-09,2.754176462320491886e-09,1.830358177727489840e-09
2.176432966848739756e-27,9.862581289274155871e-10,1.624400437434140531e-09,2.754892791721897634e-09,1.834448641916552404e-09
2.070183462395970143e-27,9.838489775466111249e-10,1.622009933401292196e-09,2.755600993515535328e-09,1.838540095536553445e-09
1.969120865788460766e-27,9.814458539790244109e-10,1.619620536258561549e-09,2.756301083292393840e-09,1.842632526470023047e-09
1.872991961604150656e-27,9.790487427988272448e-10,1.617232257923159115e-09,2.756993076654789040e-09,1.846725922623227861e-09
1.781555895938197483e-27,9.766576286204831876e-10,1.614845110237076161e-09,2.757676989216200840e-09,1.850820271926233353e-09
1.694583572936052284e-27,9.742724960986429224e-10,1.612459104967414333e-09,2.758352836601019663e-09,1.854915562332927583e-09
1.611857080786813774e-27,9.718933299280354808e-10,1.610074253806731412e-09,2.759020634444239977e-09,1.859011781820991634e-09
1.533169145738601204e-27,9.695201148433625702e-10,1.607690568373343652e-09,2.759680398391348208e-09,1.863108918391946349e-09
1.458322612767686413e-27,9.671528356191933153e-10,1.605308060211678573e-09,2.760332144097969532e-09,1.867206960071156465e-09
1.387129951600632460e-27,9.647914770698554836e-10,1.602926740792591146e-09,2.760975887229693759e-09,1.871305894907857702e-09
1.319412786851476094e-27,9.624360240493322947e-10,1.600546621513680196e-09,2.761611643461825109e-09,1.875405710975164007e-09
1.255001451096671608e-27,9.600864614511553008e-10,1.598167713699623407e-09,2.762239428479183684e-09,1.879506396370048107e-09
1.193734559768251419e-27,9.577427742083011953e-10,1.595790028602501368e-09,2.762859257975791147e-09,1.883607939213405622e-09
1.135458606799784816e-27,9.554049472930842796e-10,1.593413577402103220e-09,2.763471147654773522e-09,1.887710327650038103e-09
1.080027580012269704e-27,9.530729657170545132e-10,1.591038371206260009e-09,2.764075113228004269e-09,1.891813549848684470e-09
1.027302595276164433e-27,9.507468145308910141e-10,1.588664421051159011e-09,2.764671170415976896e-09,1.895917594001975099e-09
9.771515485329374497e-28,9.484264788243003155e-10,1.586291737901666337e-09,2.765259334947481535e-09,1.900022448326555073e-09
9.294487848042921245e-28,9.461119437259100733e-10,1.583920332651626372e-09,2.765839622559507744e-09,1.904128101062953902e-09
8.840747833598245420e-28,9.438031944031673225e-10,1.581550216124198019e-09,2.766412048996902055e-09,1.908234540475739380e-09
8.409158582541249923e-28,9.415002160622348733e-10,1.579181399072154145e-09,2.766976630012213295e-09,1.912341754853394330e-09
7.998638734832208865e-28,9.392029939478883269e-10,1.576813892178198800e-09,2.767533381365470069e-09,1.916449732508443169e-09
7.608159720464678186e-28,9.369115133434135050e-10,1.574447706055276999e-09,2.768082318823933025e-09,1.920558461777381179e-09
7.236743182352052655e-28,9.346257595705036727e-10,1.572082851246877675e-09,2.768623458161924035e-09,1.924667931020687331e-09
6.883458525024365314e-28,9.323457179891584157e-10,1.569719338227366619e-09,2.769156815160540824e-09,1.928778128622931818e-09
6.547420582992244057e-28,9.300713739975810699e-10,1.567357177402263796e-09,2.769682405607522962e-09,1.932889042992634607e-09
6.227787402938107498e-28,9.278027130320772884e-10,1.564996379108566352e-09,2.770200245296969383e-09,1.937000662562391995e-09
5.923758134176493489e-28,9.255397205669542288e-10,1.562636953615052611e-09,2.770710350029180810e-09,1.941112975788812096e-09
5.634571022097876275e-28,9.232823821144186031e-10,1.560278911122580269e-09,2.771212735610412837e-09,1.945225971152588864e-09
5.359501499569563598e-28,9.210306832244777264e-10,1.557922261764394930e-09,2.771707417852676168e-09,1.949339637158446682e-09
5.097860371510311595e-28,9.187846094848363262e-10,1.555567015606429967e-09,2.772194412573545537e-09,1.953453962335188329e-09
4.848992088091148486e-28,9.165441465207998653e-10,1.553213182647602229e-09,2.772673735595918173e-09,1.957568935235682166e-09
4.612273102235289759e-28,9.143092799951713512e-10,1.550860772820123071e-09,2.773145402747844225e-09,1.961684544436865441e-09
4.387110307301833051e-28,9.120799956081540393e-10,1.548509795989779793e-09,2.773609429862304252e-09,1.965800778539765383e-09
4.172939551038853213e-28,9.098562790972507231e-10,1.546160261956244599e-09,2.774065832777004084e-09,1.969917626169502924e-09
3.969224222082931839e-28,9.076381162371655069e-10,1.543812180453369276e-09,2.774514627334175054e-09,1.974035075975298076e-09
3.775453905462749496e-28,9.054254928397047508e-10,1.541465561149477604e-09,2.774955829380355213e-09,1.978153116630454215e-09
3.591143103739019115e-28,9.032183947536772920e-10,1.539120413647657971e-09,2.775389454766266076e-09,1.982271736832405644e-09
3.415830020575613392e-28,9.010168078647988020e-10,1.536776747486052886e-09,2.775815519346480512e-09,1.986390925302670854e-09
3.249075403694915370e-28,8.988207180955910776e-10,1.534434572138157176e-09,2.776234038979359877e-09,1.990510670786895543e-09
3.090461444317753674e-28,8.966301114052860878e-10,1.532093897013105642e-09,2.776645029526762020e-09,1.994630962054842273e-09
2.939590730330678662e-28,8.944449737897273323e-10,1.529754731455958847e-09,2.777048506853913067e-09,1.998751787900412803e-09
2.796085250557935300e-28,8.922652912812737854e-10,1.527417084747986839e-09,2.777444486829156378e-09,2.002873137141588533e-09
2.659585447642769503e-28,8.900910499487011515e-10,1.525080966106975208e-09,2.777832985323797444e-09,2.006994998620529768e-09
2.529749317165561584e-28,8.879222358971076694e-10,1.522746384687484407e-09,2.778214018211903299e-09,2.011117361203497546e-09
2.406251550741363134e-28,8.857588352678145408e-10,1.520413349581150850e-09,2.778587601370118058e-09,2.015240213780923121e-09
2.288782720949679492e-28,8.836008342382729759e-10,1.518081869816969591e-09,2.778953750677435858e-09,2.019363545267326076e-09
2.177048506054762004e-28,8.814482190219659653e-10,1.515751954361565858e-09,2.779312482015078845e-09,2.023487344601399520e-09
2.070768952573383959e-28,8.793009758683133617e-10,1.513423612119489727e-09,2.779663811266238268e-09,2.027611600745965833e-09
1.969677773842952967e-28,8.771590910625772703e-10,1.511096851933483719e-09,2.780007754315948751e-09,2.031736302687992797e-09
1.873521682832102149e-28,8.750225509257652695e-10,1.508771682584772520e-09,2.780344327050878596e-09,2.035861439438592356e-09
1.782059757522272725e-28,8.728913418145365253e-10,1.506448112793330779e-09,2.780673545359114308e-09,2.039987000033018547e-09
1.695062837270281717e-28,8.707654501211076997e-10,1.504126151218166212e-09,2.780995425130052646e-09,2.044112973530675773e-09
1.612312948639357816e-28,8.686448622731567909e-10,1.501805806457594018e-09,2.781309982254136340e-09,2.048239349015109702e-09
1.533602759259971295e-28,8.665295647337307995e-10,1.499487087049512539e-09,2.781617232622742832e-09,2.052366115594009750e-09
1.458735058352332394e-28,8.644195440011508093e-10,1.497170001471665887e-09,2.781917192127964662e-09,2.056493262399226038e-09
1.387522262608724981e-28,8.623147866089196531e-10,1.494854558141941318e-09,2.782209876662407224e-09,2.060620778586732584e-09
1.319785946197779657e-28,8.602152791256261671e-10,1.492540765418609528e-09,2.782495302119101080e-09,2.064748653336664108e-09
1.255356393713177873e-28,8.581210081548544071e-10,1.490228631600615609e-09,2.782773484391237267e-09,2.068876875853287912e-09
1.194072174946453225e-28,8.560319603350891439e-10,1.487918164927846029e-09,2.783044439372022952e-09,2.073005435365039863e-09
1.135779740418708002e-28,8.539481223396253896e-10,1.485609373581383397e-09,2.783308182954539569e-09,2.077134321124457800e-09
1.080333036657734934e-28,8.518694808764728591e-10,1.483302265683789571e-09,2.783564731031485569e-09,2.081263522408244818e-09
1.027593140256525221e-28,8.497960226882668406e-10,1.480996849299366423e-09,2.783814099495129269e-09,2.085393028517241556e-09
9.774279097964987489e-29,8.477277345521745178e-10,1.478693132434414539e-09,2.784056304237005688e-09,2.089522828776409653e-09
9.297116547630891182e-29,8.456646032798037733e-10,1.476391123037507021e-09,2.784291361147824322e-09,2.093652912534856978e-09
8.843248206243727419e-29,8.436066157171130258e-10,1.474090828999744665e-09,2.784519286117315697e-09,2.097783269165831837e-09
8.411536892835204119e-29,8.415537587443180687e-10,1.471792258155019220e-09,2.784740095033983631e-09,2.101913888066681618e-09
8.000900941546245445e-29,8.395060192758025281e-10,1.469495418280278075e-09,2.784953803785030785e-09,2.106044758658891665e-09
7.610311491480331365e-29,8.374633842600264593e-10,1.467200317095782971e-09,2.785160428256108032e-09,2.110175870388081559e-09
7.238789908861269146e-29,8.354258406794368042e-10,1.464906962265362076e-09,2.785359984331236697e-09,2.114307212723971199e-09
6.885405335036049838e-29,8.333933755503767121e-10,1.462615361396674271e-09,2.785552487892553375e-09,2.118438775160395283e-09
6.549272354180455783e-29,8.313659759229954798e-10,1.460325522041468890e-09,2.785737954820233829e-09,2.122570547215303718e-09
6.229548774862549428e-29,8.293436288811593202e-10,1.458037451695828282e-09,2.785916400992268411e-09,2.126702518430745904e-09
5.925433519906211246e-29,8.273263215423621296e-10,1.455751157800438513e-09,2.786087842284326818e-09,2.130834678372864117e-09
5.636164619268166871e-29,8.253140410576354289e-10,1.453466647740832346e-09,2.786252294569602167e-09,2.134967016631931148e-09
5.361017300898478709e-29,8.233067746114597513e-10,1.451183928847647739e-09,2.786409773718629845e-09,2.139099522822259722e-09
5.099302174802211166e-29,8.213045094216766514e-10,1.448903008396872893e-09,2.786560295599166739e-09,2.143232186582280256e-09
4.850363505751882874e-29,8.193072327393989562e-10,1.446623893610101233e-09,2.786703876076005120e-09,2.147364997574487921e-09
4.613577570322582051e-29,8.173149318489243242e-10,1.444346591654787213e-09,2.786840531010825408e-09,2.151497945485459595e-09
4.388351094134192500e-29,8.153275940676452901e-10,1.442071109644481027e-09,2.786970276262047274e-09,2.155631020025831945e-09
4.174119765384074138e-29,8.133452067459627205e-10,1.439797454639084417e-09,2.787093127684655936e-09,2.159764210930303496e-09
3.970346820946850500e-29,8.113677572671986501e-10,1.437525633645104618e-09,2.787209101130060297e-09,2.163897507957632147e-09
3.776521701497928356e-29,8.093952330475071530e-10,1.435255653615885345e-09,2.787318212445986653e-09,2.168030900890621939e-09
3.592158772291489836e-29,8.074276215357898666e-10,1.432987521451861152e-09,2.787420477476240461e-09,2.172164379536114366e-09
3.416796106387881990e-29,8.054649102136067598e-10,1.430721244000797317e-09,2.787515912060625281e-09,2.176297933724976385e-09
3.249994327281658124e-29,8.035070865950911397e-10,1.428456828058033029e-09,2.787604532034755002e-09,2.180431553312117370e-09
3.091335508030164923e-29,8.015541382268629019e-10,1.426194280366732855e-09,2.787686353229945896e-09,2.184565228176461402e-09
2.940422124125020303e-29,7.996060526879417791e-10,1.423933607618102010e-09,2.787761391473039188e-09,2.188698948220918733e-09
2.796876057482245143e-29,7.976628175896631758e-10,1.421674816451663467e-09,2.787829662586239756e-09,2.192832703372433760e-09
2.660337649055833505e-29,7.957244205755897634e-10,1.419417913455465367e-09,2.787891182387013974e-09,2.196966483581935811e-09
2.530464797701170830e-29,7.937908493214291756e-10,1.417162905166334969e-09,2.787945966687916830e-09,2.201100278824321356e-09
2.406932103030052964e-29,7.918620915349465344e-10,1.414909798070107773e-09,2.787994031296448827e-09,2.205234079098491649e-09
2.289430050110150771e-29,7.899381349558804907e-10,1.412658598601872785e-09,2.788035392014952994e-09,2.209367874427298543e-09
2.177664233965956076e-29,7.880189673558582319e-10,1.410409313146197921e-09,2.788070064640394447e-09,2.213501654857544493e-09
2.071354621938023311e-29,7.861045765383104891e-10,1.408161948037372576e-09,2.788098064964320269e-09,2.217635410459999926e-09
1.970234852052725014e-29,7.841949503383893358e-10,1.405916509559636757e-09,2.788119408772608461e-09,2.221769131329367259e-09
1.874051565644092266e-29,7.822900766228809204e-10,1.403673003947414965e-09,2.788134111845431545e-09,2.225902807584278829e-09
1.782563772556045087e-29,7.803899432901247129e-10,1.401431437385543258e-09,2.788142189957055973e-09,2.230036429367275388e-09
1.695542247334169097e-29,7.784945382699274780e-10,1.399191816009506857e-09,2.788143658875740798e-09,2.234169986844826370e-09
1.612768954894323010e-29,7.766038495234817976e-10,1.396954145905666794e-09,2.788138534363562314e-09,2.238303470207283980e-09
1.534036504229115245e-29,7.747178650432820088e-10,1.394718433111491112e-09,2.788126832176322232e-09,2.242436869668907185e-09
1.459147628783445889e-29,7.728365728530407622e-10,1.392484683615776749e-09,2.788108568063372325e-09,2.246570175467813735e-09
1.387914692197055806e-29,7.709599610076077509e-10,1.390252903358879918e-09,2.788083757767512682e-09,2.250703377865998774e-09
1.320159218175985500e-29,7.690880175928854419e-10,1.388023098232945432e-09,2.788052417024857705e-09,2.254836467149312098e-09
1.255711443314742105e-29,7.672207307257497703e-10,1.385795274082127155e-09,2.788014561564686386e-09,2.258969433627441603e-09
1.194409891748885263e-29,7.653580885539644221e-10,1.383569436702814856e-09,2.787970207109307070e-09,2.263102267633915362e-09
1.136100970572390524e-29,7.635000792561008050e-10,1.381345591843854026e-09,2.787919369373973904e-09,2.267234959526076801e-09
1.080638585005877111e-29,7.616466910414575014e-10,1.379123745206776464e-09,2.787862064066691623e-09,2.271367499685077673e-09
1.027883772351712371e-29,7.597979121499772405e-10,1.376903902446011198e-09,2.787798306888139865e-09,2.275499878515871442e-09
9.777043538187553437e-30,7.579537308521659375e-10,1.374686069169115897e-09,2.787728113531523037e-09,2.279632086447198802e-09
9.299746033443168039e-30,7.561141354490133881e-10,1.372470250936985938e-09,2.787651499682443757e-09,2.283764113931562039e-09
8.845749325837296823e-30,7.542791142719100331e-10,1.370256453264085393e-09,2.787568481018780429e-09,2.287895951445222132e-09
8.413915912780552545e-30,7.524486556825681698e-10,1.368044681618650521e-09,2.787479073210582607e-09,2.292027589488193381e-09
8.003163822493833411e-30,7.506227480729419220e-10,1.365834941422926544e-09,2.787383291919901007e-09,2.296159018584234305e-09
7.612463903094867915e-30,7.488013798651458662e-10,1.363627238053362244e-09,2.787281152800697762e-09,2.300290229280788497e-09
7.240837244026636268e-30,7.469845395113763460e-10,1.361421576840839917e-09,2.787172671498738469e-09,2.304421212149045840e-09
6.887352723367501715e-30,7.451722154938304086e-10,1.359217963070889203e-09,2.787057863651423864e-09,2.308551957783861026e-09
6.551124674876474632e-30,7.433643963246284631e-10,1.357016401983891808e-09,2.786936744887707100e-09,2.312682456803770927e-09
6.231310668929618883e-30,7.415610705457331135e-10,1.354816898775305053e-09,2.786809330827976287e-09,2.316812699850995012e-09
5.927109401787036522e-30,7.397622267288711973e-10,1.352619458595865358e-09,2.786675637083886578e-09,2.320942677591375784e-09
5.637758687901795918e-30,7.379678534754553060e-10,1.350424086551812414e-09,2.786535679258302676e-09,2.325072380714428005e-09
5.362533550240719151e-30,7.361779394165038597e-10,1.348230787705079631e-09,2.786389472945166487e-09,2.329201799933256798e-09
5.100744403832596345e-30,7.343924732125645918e-10,1.346039567073521003e-09,2.786237033729339129e-09,2.333330925984577503e-09
4.851735327991692072e-30,7.326114435536345205e-10,1.343850429631115207e-09,2.786078377186532275e-09,2.337459749628722292e-09
4.614882422888798165e-30,7.308348391590830198e-10,1.341663380308161856e-09,2.785913518883182421e-09,2.341588261649568210e-09
4.389592246350917189e-30,7.290626487775745824e-10,1.339478423991508351e-09,2.785742474376339217e-09,2.345716452854575631e-09
